Date,AAPL,AMZN,BRK-B,DIS,GOOGL,JNJ,JPM,KO,MA,META,MSFT,NFLX,NVDA,PEP,PFE,PG,TSLA,V,WMT,XOM
2017-01-26,28.201496124267578,41.95750045776367,164.9199981689453,102.21768188476562,42.69422912597656,89.13706970214844,69.61077117919922,32.455665588378906,104.49029541015625,132.27471923828125,58.129669189453125,138.9600067138672,2.701097249984741,82.47586059570312,21.11031723022461,69.8616943359375,16.833999633789062,78.62068939208984,19.259979248046875,58.76250457763672
2017-01-27,28.203813552856445,41.78850173950195,164.39999389648438,103.39064025878906,42.0988883972168,90.36445617675781,69.75521850585938,32.17620086669922,104.92974090576172,131.677001953125,59.49540710449219,142.4499969482422,2.7533206939697266,81.95320892333984,21.204797744750977,69.95848083496094,16.863332748413086,79.12130737304688,18.95114517211914,58.70071792602539
2017-01-30,28.129804611206055,41.51900100708008,164.8000030517578,104.94197082519531,41.04271697998047,90.16520690917969,69.03303527832031,32.12187194824219,104.41386413574219,130.48158264160156,58.90749740600586,141.22000122070312,2.7102112770080566,82.11949157714844,21.13056755065918,69.98269653320312,16.708667755126953,79.05516815185547,19.170499801635742,58.25450897216797
2017-01-31,28.065044403076172,41.17399978637695,164.13999938964844,104.66764831542969,40.86137390136719,90.26085662841797,67.90963745117188,32.269351959228516,101.57666778564453,129.8240966796875,58.47334289550781,140.7100067138672,2.689519166946411,82.19076538085938,21.41400909423828,70.66839599609375,16.795333862304688,78.1201171875,19.262859344482422,57.588645935058594
2017-02-01,29.776472091674805,41.61750030517578,163.61000061035156,105.28251647949219,40.614768981933594,90.24491882324219,68.1664047241211,32.028717041015625,100.30610656738281,132.72300720214844,57.50559616088867,140.77999877929688,2.8070218563079834,81.58096313476562,21.591272354125977,70.45057678222656,16.615999221801758,77.86509704589844,19.11566162109375,56.93648147583008
2017-02-02,29.725595474243164,41.997501373291016,163.0,104.62981414794922,40.76522445678711,90.51590728759766,67.8775405883789,32.137386322021484,100.43987274169922,130.34210205078125,57.134769439697266,139.1999969482422,2.842494487762451,82.3887710571289,21.632169723510742,70.79747009277344,16.770000457763672,77.73287963867188,19.25131607055664,57.286582946777344
2017-02-03,29.852787017822266,40.5099983215332,163.94000244140625,104.33658599853516,40.8583869934082,90.57169342041016,69.95584106445312,32.24606704711914,101.81549072265625,130.48158264160156,57.59604263305664,140.25,2.8176145553588867,83.24408721923828,21.877614974975586,70.51512145996094,16.755332946777344,81.30310821533203,19.193592071533203,57.34836196899414
2017-02-06,30.13263511657715,40.38199996948242,163.4199981689453,103.64604949951172,40.9326171875,90.38040924072266,69.62684631347656,32.2615966796875,101.8250503540039,131.55746459960938,57.55986022949219,140.97000122070312,2.889791965484619,82.8164291381836,21.973054885864258,70.50707244873047,17.184667587280273,81.06698608398438,19.164731979370117,57.190460205078125
2017-02-07,30.419414520263672,40.625,162.92999267578125,103.10685729980469,41.311737060546875,90.44416046142578,69.58672332763672,32.52553176879883,101.8345947265625,131.33828735351562,57.36992645263672,144.0,2.934624671936035,83.64006805419922,21.87078857421875,70.99913787841797,17.165332794189453,81.01976013183594,19.306150436401367,56.81977462768555
2017-02-08,30.53736686706543,40.98550033569336,162.8699951171875,103.10685729980469,41.34412384033203,90.38040924072266,68.97686004638672,32.618675231933594,101.94925689697266,133.68931579589844,57.288509368896484,144.74000549316406,2.921815872192383,83.70341491699219,21.911701202392578,71.25731658935547,17.472000122070312,80.36803436279297,19.57168960571289,56.4456787109375
2017-02-09,30.758026123046875,41.06800079345703,164.0399932861328,103.57036590576172,41.353092193603516,90.92235565185547,69.9719009399414,32.02095031738281,102.50330352783203,133.62954711914062,57.939727783203125,144.13999938964844,2.8668813705444336,83.92517852783203,22.075319290161133,71.5315933227539,17.946666717529297,80.83087158203125,19.93824577331543,56.695068359375
2017-02-10,30.688335418701172,41.37300109863281,164.00999450683594,103.35281372070312,41.59172821044922,91.8469009399414,69.81139373779297,31.500864028930664,102.47464752197266,133.67935180664062,57.885467529296875,144.82000732421875,2.7988932132720947,84.02812957763672,22.054866790771484,70.9668960571289,17.948667526245117,81.13311004638672,19.63230323791504,57.166141510009766
2017-02-13,30.960094451904297,41.826499938964844,165.85000610351562,103.72171020507812,41.796485900878906,92.35697174072266,70.73419189453125,31.531902313232422,103.43948364257812,133.53990173339844,58.53667449951172,143.1999969482422,2.669811487197876,84.36074829101562,22.232128143310547,71.24115753173828,18.706666946411133,81.64312744140625,19.560148239135742,57.4986686706543
2017-02-14,31.361936569213867,41.81949996948242,166.9499969482422,104.3649673461914,41.84979248046875,92.73954010009766,71.86561584472656,31.46204948425293,104.01264953613281,133.3406524658203,58.75506591796875,140.82000732421875,2.6796648502349854,84.67755126953125,22.327571868896484,70.87815856933594,18.73200035095215,82.0303955078125,19.81702995300293,57.37398910522461
2017-02-15,31.47576904296875,42.1349983215332,167.27999877929688,104.22306060791016,41.71478271484375,93.40902709960938,72.6921157836914,31.392173767089844,104.7578125,132.9322052001953,58.71866989135742,142.27000427246094,2.6850838661193848,84.52706909179688,22.845705032348633,73.50804901123047,18.650667190551758,82.83946990966797,19.825681686401367,57.60952377319336
2017-02-16,31.4385929107666,42.207000732421875,167.74000549316406,104.72440338134766,41.9564094543457,94.11038970947266,72.64398193359375,31.98212432861328,104.41386413574219,133.33067321777344,58.70956039428711,142.00999450683594,2.6419754028320312,85.62791442871094,22.920696258544922,73.2418441772461,17.93000030517578,82.71646881103516,19.877635955810547,57.01374816894531
2017-02-17,31.524532318115234,42.253501892089844,168.57000732421875,104.10955047607422,42.17461395263672,94.7320556640625,72.40325164794922,32.005428314208984,104.52851104736328,133.0218505859375,58.800559997558594,142.22000122070312,2.6414828300476074,85.65168762207031,22.920696258544922,73.48383331298828,18.148666381835938,82.76375579833984,20.021940231323242,56.63965606689453
2017-02-21,31.752168655395508,42.821998596191406,168.9199981689453,104.06226348876953,42.31011962890625,95.36966705322266,73.02913665771484,32.1839714050293,105.2354507446289,133.21115112304688,58.68227005004883,142.60000610351562,2.736076831817627,86.6099624633789,22.920696258544922,73.95173645019531,18.492666244506836,83.19905853271484,20.622289657592773,56.72971725463867
